Student_ID,Date,Attendance_Status,Subject
S00085,2024-07-22,PRESENT ,Artificial Intelligence Lab
S00024,2024-05-13,PRESENT ,Computer Networks
S00117,2024-04-13,absnt,Database Management Systems
S00020,2025-03-03,Present,Artificial Intelligence Lab
S00057,2024-12-05,Absent,Database Management Systems
S00138,2024-10-07, late,Mathematics for Computing
S00035,2024-11-23, late,Computer Networks
S00132,2024-12-07,Present,Computer Networks
S00059,2024-04-10,Present,Artificial Intelligence Lab
S00112,2024-08-02,left early,Operating Systems
S00112,2025-01-24,PRESENT ,Computer Networks
S00024,2024-11-17,absnt,Software Engineering Lab
S00096,2024-04-16,absnt,Mathematics for Computing
S00068,2024-12-29,Late,Software Engineering Lab
S00116,2024-09-21,excused,Software Engineering Lab
S00069,2024-09-14,left early,Computer Networks
S00029,2025-01-13,absnt,Machine Learning
S00017,2024-08-23,Present,Machine Learning
S00003,2024-12-01,Late,Artificial Intelligence Lab
S00097,2024-05-10,excused,Artificial Intelligence Lab
S00001,2024-03-18,PRESENT ,Operating Systems
S00024,2024-07-02,PRESENT ,Mathematics for Computing
S00099,2024-04-18,Present,Computer Networks
S00135,2024-06-27,PRESENT ,Database Management Systems
S00077,2024-06-20,left early,Database Management Systems
S00066,2025-02-09,Absent,Machine Learning
S00025,2024-03-23,Late,Operating Systems
S00020,2025-01-10,Absent,Mathematics for Computing
S00108,2024-07-16,excused,Mathematics for Computing
S00055,2024-08-28,absnt,Artificial Intelligence Lab
S00097,2024-05-13,PRESENT ,Operating Systems
S00007,2024-07-08,Present,Software Engineering Lab
S00105,2024-06-24,Late,Artificial Intelligence Lab
S00003,2024-05-13,absnt,Database Management Systems
S00011,2024-12-24,absnt,Artificial Intelligence Lab
S00079,2024-04-16,Late,Database Management Systems
S00088,2024-10-18,Absent,Mathematics for Computing
S00083,2024-07-06,Absent,Machine Learning
S00069,2024-07-19, late,Mathematics for Computing
S00027,2024-11-06,PRESENT ,Artificial Intelligence Lab
S00031,2024-09-14, late,Operating Systems
S00079,2024-08-15,excused,Mathematics for Computing
S00045,2025-03-09, late,Database Management Systems
S00072,2024-12-30,Late,Machine Learning
S00013,2024-07-19,excused,Database Management Systems
S00133,2024-06-12,PRESENT ,Software Engineering Lab
S00066,2025-02-25,excused,Operating Systems
S00126,2024-08-22,absnt,Mathematics for Computing
S00150,2025-03-06, late,Mathematics for Computing
S00106,2024-09-10,Late,Database Management Systems
S00050,2025-03-05,Absent,Operating Systems
S00030,2024-10-18,PRESENT ,Operating Systems
S00012,2024-05-24,Absent,Database Management Systems
S00074,2024-09-16,Present,Machine Learning
S00034,2024-12-27,PRESENT ,Software Engineering Lab
S00066,2024-04-20,left early,Machine Learning
S00049,2025-02-03,Late,Software Engineering Lab
S00121,2024-04-22,PRESENT ,Computer Networks
S00139,2024-09-11,PRESENT ,Software Engineering Lab
S00069,2024-03-19,excused,Mathematics for Computing
S00024,2024-08-18,Late,Software Engineering Lab
S00024,2024-04-10,Absent,Computer Networks
S00092,2024-05-01,Absent,Artificial Intelligence Lab
S00049,2024-05-23,PRESENT ,Operating Systems
S00112,2024-12-09,excused,Mathematics for Computing
S00080,2024-08-29,Late,Database Management Systems
S00028,2024-05-02,left early,Software Engineering Lab
S00028,2024-12-30,Late,Mathematics for Computing
S00028,2024-12-12,Absent,Mathematics for Computing
S00041,2024-11-14,left early,Artificial Intelligence Lab
S00101,2024-06-20,Absent,Artificial Intelligence Lab
S00054,2024-10-31,left early,Mathematics for Computing
S00144,2024-06-14,Absent,Computer Networks
S00090,2024-09-30,left early,Mathematics for Computing
S00029,2024-04-02,PRESENT ,Artificial Intelligence Lab
S00042,2024-12-01,absnt,Artificial Intelligence Lab
S00145,2024-09-23,absnt,Mathematics for Computing
S00012,2024-05-07,Absent,Machine Learning
S00140,2024-08-11,Absent,Software Engineering Lab
S00138,2024-07-17, late,Computer Networks
S00072,2024-10-03,Absent,Computer Networks
S00082,2024-05-07,Present,Operating Systems
S00141,2024-08-26, late,Database Management Systems
S00050,2024-08-15,Absent,Artificial Intelligence Lab
S00049,2024-11-30,Absent,Machine Learning
S00122,2024-10-06,absnt,Machine Learning
S00014,2024-06-16,absnt,Operating Systems
S00101,2024-06-28,Absent,Machine Learning
S00113,2024-07-05,Absent,Software Engineering Lab
S00016,2024-03-30,Late,Operating Systems
S00123,2025-02-08, late,Computer Networks
S00097,2024-10-07,absnt,Software Engineering Lab
S00076,2024-12-01,Present,Machine Learning
S00074,2025-01-21,excused,Software Engineering Lab
S00108,2024-12-19,Absent,Operating Systems
S00065,2024-08-16,excused,Operating Systems
S00017,2024-07-16,PRESENT ,Database Management Systems
S00131,2024-12-13,excused,Software Engineering Lab
S00113,2024-12-29,excused,Operating Systems
S00025,2024-05-12,Absent,Computer Networks
S00093,2024-09-01,left early,Software Engineering Lab
S00043,2025-03-02,PRESENT ,Machine Learning
S00072,2024-09-10, late,Mathematics for Computing
S00046,2024-11-18,excused,Mathematics for Computing
S00041,2024-09-12,absnt,Mathematics for Computing
S00128,2024-03-24,excused,Database Management Systems
S00143,2024-06-06,Absent,Artificial Intelligence Lab
S00008,2025-01-28,left early,Machine Learning
S00067,2024-07-06,left early,Mathematics for Computing
S00080,2024-09-15,Present,Operating Systems
S00025,2024-07-02, late,Mathematics for Computing
S00075,2024-10-08, late,Mathematics for Computing
S00101,2024-10-07,excused,Computer Networks
S00087,2024-03-10,Absent,Computer Networks
S00106,2024-08-14,PRESENT ,Artificial Intelligence Lab
S00101,2024-12-16,Present,Computer Networks
S00140,2024-04-27,Present,Software Engineering Lab
S00131,2024-06-22, late,Computer Networks
S00062,2025-01-14,left early,Mathematics for Computing
S00016,2024-06-06,left early,Artificial Intelligence Lab
S00074,2024-05-04,Present,Operating Systems
S00109,2024-08-19,absnt,Computer Networks
S00066,2024-05-21,absnt,Machine Learning
S00008,2025-01-26,PRESENT ,Mathematics for Computing
S00051,2024-07-21,Absent,Database Management Systems
S00138,2025-03-04,PRESENT ,Machine Learning
S00121,2025-02-08,PRESENT ,Operating Systems
S00085,2024-06-09,left early,Artificial Intelligence Lab
S00002,2024-09-03,absnt,Mathematics for Computing
S00003,2024-09-21,excused,Mathematics for Computing
S00143,2024-09-29,absnt,Software Engineering Lab
S00144,2024-07-01,Present,Artificial Intelligence Lab
S00135,2024-06-25, late,Mathematics for Computing
S00133,2024-10-25,Present,Operating Systems
S00009,2024-07-22,PRESENT ,Operating Systems
S00029,2025-01-26,Late,Mathematics for Computing
S00028,2024-03-12,absnt,Database Management Systems
S00148,2024-07-03,Present,Mathematics for Computing
S00004,2024-11-26, late,Mathematics for Computing
S00038,2024-09-12,PRESENT ,Software Engineering Lab
S00020,2024-05-16, late,Computer Networks
S00097,2024-06-14,left early,Computer Networks
S00013,2024-04-03,left early,Mathematics for Computing
S00069,2025-01-23, late,Operating Systems
S00065,2024-03-29,excused,Computer Networks
S00102,2024-11-17,absnt,Database Management Systems
S00080,2024-07-27,left early,Artificial Intelligence Lab
S00037,2025-02-05,excused,Mathematics for Computing
S00042,2024-10-16,Present,Operating Systems
S00085,2024-04-19,excused,Mathematics for Computing
S00027,2024-08-27,excused,Mathematics for Computing
S00092,2024-09-16, late,Machine Learning
S00043,2024-08-04, late,Operating Systems
S00031,2024-04-16,left early,Computer Networks
S00081,2024-10-02,Late,Machine Learning
S00131,2024-09-13,Absent,Artificial Intelligence Lab
S00078,2025-01-25,left early,Computer Networks
S00026,2024-06-19, late,Machine Learning
S00114,2024-03-18,excused,Artificial Intelligence Lab
S00009,2025-02-28,Present,Computer Networks
S00096,2024-07-23,Absent,Mathematics for Computing
S00111,2024-10-02,excused,Artificial Intelligence Lab
S00087,2024-07-30,Late,Operating Systems
S00050,2024-09-07,Present,Mathematics for Computing
S00033,2025-01-17,excused,Software Engineering Lab
S00047,2024-06-08,PRESENT ,Database Management Systems
S00150,2024-07-18,Late,Operating Systems
S00146,2025-03-08, late,Artificial Intelligence Lab
S00122,2025-03-09,Present,Software Engineering Lab
S00005,2025-03-03,excused,Software Engineering Lab
S00082,2024-07-10,absnt,Software Engineering Lab
S00092,2025-01-13,PRESENT ,Mathematics for Computing
S00055,2024-12-08,left early,Machine Learning
S00109,2024-05-08,Late,Software Engineering Lab
S00116,2024-07-10,PRESENT ,Database Management Systems
S00086,2024-06-21,PRESENT ,Artificial Intelligence Lab
S00019,2024-11-21,absnt,Computer Networks
S00147,2025-02-16,Late,Operating Systems
S00148,2024-03-30,Absent,Database Management Systems
S00120,2024-08-15,Late,Software Engineering Lab
S00118,2024-09-12, late,Machine Learning
S00135,2024-08-22, late,Operating Systems
S00100,2024-09-20,Absent,Computer Networks
S00049,2024-10-12, late,Operating Systems
S00082,2024-03-09,absnt,Machine Learning
S00004,2024-12-24,absnt,Computer Networks
S00083,2024-03-31,PRESENT ,Artificial Intelligence Lab
S00033,2024-09-22, late,Operating Systems
S00040,2024-11-17,left early,Machine Learning
S00126,2025-01-17,left early,Artificial Intelligence Lab
S00089,2025-01-10,Present,Software Engineering Lab
S00110,2024-12-14,Absent,Database Management Systems
S00049,2024-07-22,left early,Operating Systems
S00086,2024-08-09,Absent,Operating Systems
S00049,2024-12-23,left early,Computer Networks
S00030,2025-01-31, late,Artificial Intelligence Lab
S00082,2024-12-10,PRESENT ,Computer Networks
S00016,2024-03-17,left early,Mathematics for Computing
S00084,2024-07-16,absnt,Machine Learning
S00114,2025-01-06,PRESENT ,Computer Networks
S00102,2024-03-20,PRESENT ,Database Management Systems
S00060,2024-11-07,absnt,Machine Learning
S00120,2024-09-05,Late,Machine Learning
S00036,2024-03-24,PRESENT ,Computer Networks
S00121,2024-10-16, late,Database Management Systems
S00106,2024-04-08,Present,Database Management Systems
S00133,2024-12-29,PRESENT ,Computer Networks
S00149,2024-11-04,left early,Mathematics for Computing
S00104,2025-01-10,excused,Mathematics for Computing
S00081,2024-06-05,left early,Artificial Intelligence Lab
S00027,2024-11-15,PRESENT ,Software Engineering Lab
S00007,2025-03-04,Present,Software Engineering Lab
S00044,2024-07-27,Absent,Database Management Systems
S00141,2024-08-09,absnt,Software Engineering Lab
S00039,2025-02-23,absnt,Machine Learning
S00071,2024-05-21,PRESENT ,Software Engineering Lab
S00129,2024-03-20, late,Computer Networks
S00076,2025-02-14,left early,Database Management Systems
S00029,2024-03-18,absnt,Mathematics for Computing
S00004,2025-02-04,absnt,Machine Learning
S00017,2024-04-04,absnt,Mathematics for Computing
S00104,2024-11-13,absnt,Machine Learning
S00046,2024-11-03,Late,Software Engineering Lab
S00091,2024-08-08,PRESENT ,Computer Networks
S00045,2024-11-01,PRESENT ,Mathematics for Computing
S00061,2024-12-21,absnt,Software Engineering Lab
S00035,2024-06-29,Present,Machine Learning
S00113,2024-08-02,excused,Artificial Intelligence Lab
S00098,2024-11-18,Absent,Database Management Systems
S00101,2024-03-26, late,Artificial Intelligence Lab
S00001,2024-07-14,Present,Database Management Systems
S00108,2024-10-29,Late,Software Engineering Lab
S00043,2024-07-17,excused,Computer Networks
S00067,2024-10-08,Late,Mathematics for Computing
S00048,2024-09-15,Late,Mathematics for Computing
S00082,2024-07-21,Present,Computer Networks
S00075,2024-07-05,PRESENT ,Computer Networks
S00097,2024-11-16,PRESENT ,Software Engineering Lab
S00148,2025-03-06,Present,Software Engineering Lab
S00096,2024-04-23, late,Mathematics for Computing
S00048,2024-07-17,PRESENT ,Computer Networks
S00003,2024-06-10,excused,Software Engineering Lab
S00055,2024-04-06,left early,Computer Networks
S00043,2025-03-05,Late,Mathematics for Computing
S00016,2024-06-16,excused,Operating Systems
S00046,2024-05-19,excused,Artificial Intelligence Lab
S00104,2024-12-07,left early,Mathematics for Computing
S00053,2024-12-17,PRESENT ,Computer Networks
S00007,2024-03-14,excused,Machine Learning
S00030,2025-01-20,Present,Computer Networks
S00026,2025-01-20,excused,Machine Learning
S00103,2024-07-25, late,Operating Systems
S00113,2024-05-15,Late,Machine Learning
S00042,2024-09-22,Present,Mathematics for Computing
S00045,2025-02-09,Late,Computer Networks
S00148,2024-12-10,left early,Computer Networks
S00063,2024-12-06,left early,Machine Learning
S00040,2024-04-02,Absent,Computer Networks
S00146,2024-09-27,Late,Software Engineering Lab
S00054,2024-10-04,PRESENT ,Operating Systems
S00022,2025-02-16,Absent,Software Engineering Lab
S00080,2024-11-07,Present,Mathematics for Computing
S00108,2024-07-07,left early,Mathematics for Computing
S00086,2024-07-12,left early,Computer Networks
S00121,2024-10-03,Late,Machine Learning
S00072,2024-12-01,Present,Software Engineering Lab
S00026,2024-12-22,Late,Operating Systems
S00075,2024-10-07,left early,Computer Networks
S00142,2024-12-22,absnt,Computer Networks
S00046,2024-11-28,Present,Database Management Systems
S00088,2024-07-19,absnt,Mathematics for Computing
S00118,2025-01-13,left early,Machine Learning
S00097,2024-06-09,absnt,Database Management Systems
S00128,2024-10-22,Present,Operating Systems
S00085,2024-05-10,Present,Computer Networks
S00110,2024-12-09,excused,Operating Systems
S00101,2024-08-14,PRESENT ,Artificial Intelligence Lab
S00130,2025-02-21,excused,Software Engineering Lab
S00051,2024-06-06,Present,Database Management Systems
S00105,2024-08-23,Absent,Artificial Intelligence Lab
S00004,2024-07-13,PRESENT ,Operating Systems
S00131,2024-09-07,Late,Database Management Systems
S00128,2024-10-28,Absent,Database Management Systems
S00059,2025-01-06,excused,Computer Networks
S00007,2024-05-10,Absent,Database Management Systems
S00124,2024-11-21,left early,Mathematics for Computing
S00119,2024-10-07,left early,Machine Learning
S00066,2024-09-16,left early,Machine Learning
S00148,2024-04-15,Absent,Artificial Intelligence Lab
S00038,2025-01-22,excused,Mathematics for Computing
S00016,2025-02-12,absnt,Operating Systems
S00009,2024-08-27,excused,Computer Networks
S00099,2024-12-01,left early,Software Engineering Lab
S00001,2024-09-03, late,Mathematics for Computing
S00027,2024-12-25,left early,Software Engineering Lab
S00051,2024-04-07, late,Operating Systems
S00028,2024-09-15,PRESENT ,Artificial Intelligence Lab
S00047,2025-01-22, late,Software Engineering Lab
S00025,2024-09-30,left early,Artificial Intelligence Lab
S00083,2025-01-24,left early,Artificial Intelligence Lab
S00025,2024-07-03,absnt,Software Engineering Lab
S00069,2024-11-17,absnt,Mathematics for Computing
S00068,2024-04-11,Absent,Software Engineering Lab
S00066,2024-05-17,Late,Computer Networks
S00147,2024-08-10,excused,Machine Learning
S00149,2024-10-28,Absent,Computer Networks
S00089,2024-08-30, late,Software Engineering Lab
S00044,2024-12-07,absnt,Mathematics for Computing
S00054,2024-03-12,excused,Software Engineering Lab
S00017,2024-07-14,PRESENT ,Database Management Systems
S00027,2024-10-10,PRESENT ,Software Engineering Lab
S00067,2024-11-18,Present,Operating Systems
S00100,2024-06-23, late,Computer Networks
S00066,2024-08-27,Absent,Database Management Systems
S00052,2024-05-26,PRESENT ,Computer Networks
S00045,2024-04-19,Present,Computer Networks
S00096,2024-08-30,absnt,Artificial Intelligence Lab
S00080,2024-03-20,Present,Operating Systems
S00026,2024-05-04,absnt,Database Management Systems
S00034,2025-03-02,PRESENT ,Database Management Systems
S00129,2025-01-10,absnt,Database Management Systems
S00036,2024-12-29,Present,Database Management Systems
S00135,2025-02-15,absnt,Artificial Intelligence Lab
S00139,2024-03-17,Present,Artificial Intelligence Lab
S00145,2024-12-06,Late,Computer Networks
S00084,2024-06-03,Present,Mathematics for Computing
S00112,2024-06-02,PRESENT ,Computer Networks
S00077,2024-10-19,absnt,Software Engineering Lab
S00147,2024-10-02, late,Computer Networks
S00124,2024-09-18, late,Computer Networks
S00079,2024-08-08,absnt,Software Engineering Lab
S00088,2024-06-29,absnt,Computer Networks
S00102,2024-04-13,PRESENT ,Artificial Intelligence Lab
S00028,2025-02-11,excused,Computer Networks
S00150,2024-07-17,Late,Software Engineering Lab
S00025,2024-05-25,absnt,Database Management Systems
S00108,2024-06-28,left early,Operating Systems
S00036,2024-03-19, late,Operating Systems
S00120,2024-05-30, late,Operating Systems
S00132,2024-12-06,absnt,Artificial Intelligence Lab
S00078,2024-04-15,Late,Computer Networks
S00041,2025-02-10,Absent,Machine Learning
S00051,2024-12-01,left early,Software Engineering Lab
S00004,2024-12-23,Absent,Artificial Intelligence Lab
S00051,2024-07-18, late,Machine Learning
S00067,2024-07-21,absnt,Operating Systems
S00005,2024-12-28,Late,Database Management Systems
S00108,2024-06-29,absnt,Computer Networks
S00016,2024-09-22,Absent,Artificial Intelligence Lab
S00050,2024-09-19,absnt,Operating Systems
S00049,2024-05-23,Late,Mathematics for Computing
S00081,2024-08-16,absnt,Software Engineering Lab
S00052,2024-12-24,Present,Mathematics for Computing
S00059,2024-09-04, late,Software Engineering Lab
S00135,2024-07-31,absnt,Software Engineering Lab
S00089,2024-11-07,left early,Software Engineering Lab
S00109,2025-01-06,left early,Machine Learning
S00071,2024-08-21,excused,Software Engineering Lab
S00150,2024-10-07, late,Operating Systems
S00068,2024-05-18,Late,Computer Networks
S00078,2024-11-05,PRESENT ,Database Management Systems
S00081,2024-04-24,PRESENT ,Mathematics for Computing
S00142,2024-09-04,Late,Mathematics for Computing
S00128,2024-05-04,left early,Machine Learning
S00060,2025-01-26,absnt,Database Management Systems
S00065,2024-09-14,PRESENT ,Mathematics for Computing
S00087,2025-01-13,Present,Database Management Systems
S00023,2024-04-01, late,Computer Networks
S00052,2024-08-06, late,Software Engineering Lab
S00070,2024-04-05,absnt,Computer Networks
S00061,2024-05-21,Absent,Software Engineering Lab
S00067,2024-09-22,Late,Artificial Intelligence Lab
S00133,2024-12-06,Absent,Operating Systems
S00033,2024-08-29,excused,Database Management Systems
S00087,2024-08-09,absnt,Database Management Systems
S00008,2024-12-04,Late,Computer Networks
S00029,2024-06-18, late,Software Engineering Lab
S00036,2024-12-27,Present,Computer Networks
S00020,2024-05-08,absnt,Machine Learning
S00103,2024-12-04,excused,Computer Networks
S00148,2024-03-30,Late,Artificial Intelligence Lab
S00091,2024-07-30,Absent,Mathematics for Computing
S00041,2024-10-23,absnt,Software Engineering Lab
S00011,2024-05-18,absnt,Operating Systems
S00025,2024-03-27,excused,Software Engineering Lab
S00146,2024-07-08,PRESENT ,Computer Networks
S00018,2024-07-19,absnt,Artificial Intelligence Lab
S00051,2025-01-17,Present,Software Engineering Lab
S00126,2024-06-20,excused,Computer Networks
S00148,2025-03-08,left early,Artificial Intelligence Lab
S00041,2024-08-29,PRESENT ,Artificial Intelligence Lab
S00100,2024-10-06,absnt,Computer Networks
S00034,2024-11-05, late,Machine Learning
S00087,2025-01-02,Absent,Software Engineering Lab
S00083,2024-06-07,Absent,Computer Networks
S00121,2024-06-22,excused,Operating Systems
S00076,2025-03-02,Absent,Computer Networks
S00080,2024-08-06,PRESENT ,Computer Networks
S00063,2024-12-28, late,Mathematics for Computing
S00135,2024-05-29, late,Database Management Systems
S00136,2024-04-03,excused,Operating Systems
S00138,2024-06-19, late,Computer Networks
S00074,2024-11-10,left early,Artificial Intelligence Lab
S00143,2024-09-05,excused,Database Management Systems
S00009,2024-09-24,Absent,Machine Learning
S00010,2024-10-16,Late,Computer Networks
S00138,2024-05-28,PRESENT ,Mathematics for Computing
S00062,2024-12-03, late,Artificial Intelligence Lab
S00070,2025-01-16,PRESENT ,Mathematics for Computing
S00101,2025-02-15,Present,Database Management Systems
S00100,2024-08-09,PRESENT ,Machine Learning
S00108,2024-04-04,left early,Mathematics for Computing
S00079,2024-05-13,absnt,Artificial Intelligence Lab
S00094,2024-06-10,absnt,Database Management Systems
S00054,2024-11-15,absnt,Artificial Intelligence Lab
S00095,2024-08-22,Late,Computer Networks
S00112,2025-02-20, late,Database Management Systems
S00104,2025-02-08, late,Operating Systems
S00096,2024-05-21,Late,Machine Learning
S00128,2024-09-10,PRESENT ,Operating Systems
S00084,2024-10-19, late,Operating Systems
S00139,2025-01-15,left early,Computer Networks
S00057,2024-07-30,left early,Software Engineering Lab
S00149,2024-08-28, late,Operating Systems
S00061,2024-08-12, late,Operating Systems
S00059,2025-01-28,left early,Mathematics for Computing
S00137,2025-01-15, late,Computer Networks
S00122,2024-12-20,Absent,Computer Networks
S00129,2024-07-14,Absent,Software Engineering Lab
S00110,2024-09-30,Absent,Machine Learning
S00045,2024-11-29,PRESENT ,Operating Systems
S00032,2025-01-01,Late,Computer Networks
S00072,2024-04-21,Late,Mathematics for Computing
S00016,2024-10-26,Present,Machine Learning
S00077,2024-07-28,absnt,Artificial Intelligence Lab
S00038,2024-11-21,Absent,Software Engineering Lab
S00011,2024-07-10, late,Software Engineering Lab
S00002,2024-10-06,left early,Operating Systems
S00003,2024-07-28,left early,Computer Networks
S00120,2024-04-17,PRESENT ,Operating Systems
S00069,2024-06-11,Present,Database Management Systems
S00066,2025-02-18,excused,Artificial Intelligence Lab
S00004,2024-12-24,Late,Computer Networks
S00139,2024-07-12,Late,Software Engineering Lab
S00091,2024-06-26,left early,Mathematics for Computing
S00122,2024-05-15, late,Software Engineering Lab
S00113,2024-05-13,Late,Computer Networks
S00071,2024-08-01,excused,Computer Networks
S00064,2024-12-09, late,Computer Networks
S00136,2024-03-19,Late,Machine Learning
S00142,2024-10-15, late,Mathematics for Computing
S00080,2024-05-29,left early,Software Engineering Lab
S00036,2024-10-17,PRESENT ,Mathematics for Computing
S00088,2024-07-21,excused,Artificial Intelligence Lab
S00058,2024-07-02,Absent,Operating Systems
S00008,2024-03-14,Late,Computer Networks
S00022,2024-10-16,Present,Computer Networks
S00058,2024-05-01,Absent,Mathematics for Computing
S00074,2025-02-11,Late,Artificial Intelligence Lab
S00081,2024-06-25,PRESENT ,Computer Networks
S00110,2025-02-25,absnt,Machine Learning
S00106,2024-03-29,Late,Mathematics for Computing
S00009,2025-02-05, late,Operating Systems
S00141,2024-05-19,left early,Computer Networks
S00020,2025-01-26,excused,Operating Systems
S00141,2024-08-09,Late,Machine Learning
S00123,2025-02-25,absnt,Computer Networks
S00048,2025-02-07,Late,Software Engineering Lab
S00115,2025-02-18,Present,Machine Learning
S00114,2024-03-21,Absent,Software Engineering Lab
S00121,2024-10-27,Present,Database Management Systems
S00027,2025-02-10,PRESENT ,Mathematics for Computing
S00135,2024-05-07, late,Mathematics for Computing
S00066,2024-04-20,Present,Operating Systems
S00002,2024-09-03,Present,Mathematics for Computing
S00036,2024-11-04,Absent,Mathematics for Computing
S00104,2024-06-19,left early,Database Management Systems
S00150,2024-09-28,Late,Machine Learning
S00048,2024-11-23,Late,Mathematics for Computing
S00110,2024-03-14,PRESENT ,Software Engineering Lab
S00128,2024-12-11,PRESENT ,Software Engineering Lab
S00078,2024-12-25,Late,Machine Learning
S00137,2024-03-20, late,Software Engineering Lab
S00082,2025-02-04,Absent,Operating Systems
S00131,2024-10-17, late,Database Management Systems
S00080,2024-08-03,left early,Computer Networks
S00114,2025-02-06,Late,Operating Systems
S00076,2024-05-03,left early,Database Management Systems
S00054,2024-07-25,Late,Mathematics for Computing
S00017,2025-03-03,Absent,Mathematics for Computing
S00036,2025-02-05,Present,Software Engineering Lab
S00107,2024-08-27,Late,Software Engineering Lab
S00091,2024-07-12,Present,Computer Networks
S00027,2024-05-11,absnt,Operating Systems
S00005,2024-03-18,left early,Mathematics for Computing
S00006,2024-05-10,Present,Computer Networks
S00031,2024-11-30,left early,Artificial Intelligence Lab
S00041,2024-07-05,Present,Mathematics for Computing
S00083,2024-03-18,absnt,Computer Networks
S00129,2024-06-08,Present,Software Engineering Lab
S00133,2024-08-07,Absent,Mathematics for Computing
S00135,2024-08-17,left early,Database Management Systems
S00122,2025-01-29,absnt,Operating Systems
S00102,2025-02-27,Late,Operating Systems
S00052,2024-04-27,Absent,Machine Learning
S00129,2024-07-15,Present,Software Engineering Lab
S00088,2024-06-14,Late,Machine Learning
S00039,2024-05-21,excused,Database Management Systems
S00047,2024-10-02, late,Software Engineering Lab
S00130,2024-11-16,Late,Computer Networks
S00046,2024-03-11,excused,Mathematics for Computing
S00094,2024-07-10,excused,Operating Systems
S00025,2025-02-14,PRESENT ,Computer Networks
S00126,2025-02-04,Present,Machine Learning
S00141,2025-02-17,PRESENT ,Mathematics for Computing
S00132,2024-10-27,PRESENT ,Machine Learning
S00027,2024-04-27,excused,Machine Learning
S00083,2024-06-05,Absent,Computer Networks
S00115,2024-09-02, late,Computer Networks
S00062,2025-01-25,Present,Database Management Systems
S00146,2024-06-08,absnt,Mathematics for Computing
S00003,2024-12-06,Late,Computer Networks
S00018,2024-12-07, late,Mathematics for Computing
S00080,2024-09-27,excused,Database Management Systems
S00117,2024-08-03,excused,Software Engineering Lab
S00110,2025-01-11,Late,Software Engineering Lab
S00136,2024-04-23,left early,Mathematics for Computing
S00064,2024-08-15,left early,Operating Systems
S00062,2024-04-09,left early,Computer Networks
S00019,2025-02-20,left early,Artificial Intelligence Lab
S00083,2025-01-05,left early,Operating Systems
S00091,2024-07-31,absnt,Operating Systems
S00118,2025-02-05, late,Database Management Systems
S00101,2024-11-21,left early,Computer Networks
S00046,2025-01-27,excused,Artificial Intelligence Lab
S00106,2024-12-11,PRESENT ,Database Management Systems
S00127,2024-05-30,Late,Artificial Intelligence Lab
S00069,2024-11-18,Absent,Mathematics for Computing
S00034,2024-10-06,absnt,Database Management Systems
S00144,2024-06-27,Late,Software Engineering Lab
S00116,2024-07-24,excused,Operating Systems
S00098,2024-04-20,PRESENT ,Mathematics for Computing
S00089,2025-02-26,PRESENT ,Operating Systems
S00110,2024-03-11,Absent,Database Management Systems
S00093,2025-01-24,absnt,Machine Learning
S00110,2024-05-16,absnt,Computer Networks
S00115,2024-10-24,Present,Operating Systems
S00003,2024-08-23, late,Mathematics for Computing
S00078,2024-11-22,excused,Operating Systems
S00138,2025-01-17,Late,Operating Systems
S00028,2024-08-28,absnt,Software Engineering Lab
S00145,2024-07-30,Absent,Mathematics for Computing
S00036,2024-10-20,Late,Software Engineering Lab
S00033,2024-10-23,excused,Software Engineering Lab
S00120,2025-01-15,left early,Artificial Intelligence Lab
S00039,2024-10-12,PRESENT ,Operating Systems
S00002,2024-09-07,Present,Mathematics for Computing
S00137,2024-10-09,absnt,Database Management Systems
S00011,2024-09-07,Absent,Operating Systems
S00078,2024-11-08,excused,Database Management Systems
S00102,2024-04-21,absnt,Database Management Systems
S00100,2024-04-07,Present,Software Engineering Lab
S00098,2025-03-02,Late,Computer Networks
S00110,2024-10-15,absnt,Operating Systems
S00032,2024-11-30,Late,Machine Learning
S00018,2024-07-08,excused,Computer Networks
S00024,2024-03-30,Absent,Operating Systems
S00020,2024-10-08,PRESENT ,Database Management Systems
S00025,2024-07-26,left early,Machine Learning
S00121,2024-04-22,Late,Computer Networks
S00038,2024-06-14,Late,Machine Learning
S00120,2024-05-17,excused,Mathematics for Computing
S00045,2024-09-26,Present,Operating Systems
S00063,2024-06-12,PRESENT ,Software Engineering Lab
S00104,2025-02-08, late,Machine Learning
S00088,2025-02-16,absnt,Computer Networks
S00037,2024-06-03,left early,Software Engineering Lab
S00149,2024-05-07,left early,Computer Networks
S00012,2024-04-08,Present,Operating Systems
S00011,2024-05-30,left early,Mathematics for Computing
S00098,2025-02-13,excused,Machine Learning
S00055,2024-05-06,left early,Mathematics for Computing
S00103,2025-02-03,left early,Software Engineering Lab
S00097,2024-06-30,PRESENT ,Operating Systems
S00128,2024-11-07,Present,Operating Systems
S00103,2024-06-22,Late,Operating Systems
S00038,2024-12-20, late,Operating Systems
S00050,2025-01-15, late,Computer Networks
S00142,2024-08-02,Absent,Mathematics for Computing
S00142,2025-01-28,PRESENT ,Artificial Intelligence Lab
S00071,2024-11-28,absnt,Software Engineering Lab
S00041,2024-06-25, late,Machine Learning
S00084,2024-12-01,Absent,Machine Learning
S00014,2024-11-26,excused,Software Engineering Lab
S00143,2024-05-05,Late,Machine Learning
S00011,2025-02-07,PRESENT ,Software Engineering Lab
S00104,2024-03-24,Late,Database Management Systems
